1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,29,4.254,0.0
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,20,3.441,0.0
1,20,3.441,0.0
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,29,4.254,0.0
1,22,3.629,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.72,0.091
1,22,3.629,0.091
